ground,preds
0.0,0.040318433195352554
0.0,0.040363751351833344
0.0,0.04037422686815262
0.0,0.04032031446695328
0.0,0.04028976708650589
0.0,0.04027403146028519
0.0,0.0402725487947464
0.0,0.04028982296586037
0.0,0.04031999409198761
0.0,0.03859638422727585
0.0,0.03252527117729187
0.0,0.026534266769886017
0.0,0.02438286691904068
0.0,0.023356139659881592
0.0,0.02290322631597519
0.0,0.02245873212814331
0.0,0.022218763828277588
0.0,0.022153101861476898
0.0,0.022104285657405853
0.0,0.02207014709711075
0.0,0.02204526960849762
0.0,0.022048428654670715
0.0,0.022016815841197968
0.0,0.02196761965751648
0.0,0.021944910287857056
0.0,0.021930016577243805
0.0,0.021920964121818542
0.0,0.021916009485721588
0.0,0.021911777555942535
0.0,0.021909892559051514
0.0,0.02190815657377243
0.0,0.021907344460487366
0.0,0.021905913949012756
0.0,0.021905571222305298
0.0,0.021904952824115753
0.0,0.021904677152633667
0.0,0.021909773349761963
0.0,0.02186638116836548
0.0,0.021919704973697662
0.0,0.021933257579803467
0.0,0.021943867206573486
0.0,0.021948687732219696
0.0,0.021989598870277405
0.0,0.021929621696472168
0.0,0.021912135183811188
0.0,0.021899476647377014
0.0,0.02189309149980545
0.0,0.021889738738536835
0.0,0.02188839763402939
0.0,0.02188737690448761
0.0,0.021886177361011505
0.0,0.021885335445404053
0.0,0.021884940564632416
0.0,0.021884247660636902
0.0,0.021884329617023468
0.0,0.021883852779865265
0.0,0.021883971989154816
0.0,0.021883301436901093
0.0,0.021883435547351837
0.0,0.02188318967819214
0.0,0.02188333123922348
0.0,0.021883495151996613
0.0,0.02188350260257721
0.0,0.021883659064769745
0.0,0.02188311517238617
0.0,0.021883584558963776
0.0,0.021883003413677216
0.0,0.021883927285671234
0.0,0.021884173154830933
0.0,0.021882973611354828
0.0,0.0218823105096817
0.0,0.02188267558813095
0.0,0.021881669759750366
0.0,0.02188214659690857
0.0,0.021881692111492157
0.0,0.021881811320781708
0.0,0.021881811320781708
0.0,0.021882638335227966
0.0,0.021881766617298126
0.0,0.02188023179769516
0.0,0.021878652274608612
0.0,0.021878540515899658
0.0,0.0218779519200325
0.0,0.021877922117710114
0.0,0.021878056228160858
0.0,0.02187759429216385
0.0,0.021877586841583252
0.0,0.02187725156545639
0.0,0.021878190338611603
0.0,0.021877355873584747
0.0,0.02187740057706833
0.0,0.021877095103263855
0.0,0.021877147257328033
0.0,0.021876953542232513
0.0,0.02187662571668625
0.0,0.021876782178878784
0.0,0.021877534687519073
0.0,0.02187640219926834
0.0,0.021876662969589233
0.0,0.021876797080039978
0.0,0.021876759827136993
0.0,0.021876215934753418
0.0,0.021877162158489227
0.0,0.021876968443393707
0.0,0.021877102553844452
0.0,0.021877221763134003
0.0,0.021876908838748932
0.0,0.021876446902751923
0.0,0.02187640219926834
0.0,0.021876506507396698
0.0,0.02187655121088028
0.0,0.02187637984752655
0.0,0.02187657356262207
0.0,0.021876581013202667
0.0,0.02187659591436386
0.0,0.021876990795135498
0.0,0.021876953542232513
0.0,0.02187667042016983
0.0,0.021876297891139984
0.0,0.021876417100429535
0.0,0.021876424551010132
0.0,0.021876737475395203
0.0,0.02187647670507431
0.0,0.02187681943178177
0.0,0.02187628298997879
0.0,0.02187681943178177
0.0,0.021876148879528046
0.0,0.02187667042016983
0.0,0.02187647670507431
0.0,0.021876677870750427
0.0,0.021876506507396698
0.0,0.021876461803913116
0.0,0.021875865757465363
0.0,0.021876439452171326
0.0,0.021876223385334015
0.0,0.021876409649848938
0.0,0.02187659591436386
0.0,0.02187589555978775
0.0,0.02187635749578476
0.0,0.02187684178352356
0.0,0.021875835955142975
0.0,0.021876350045204163
0.0,0.02187623828649521
0.0,0.021876268088817596
0.0,0.021875999867916107
0.0,0.021876037120819092
0.0,0.021876148879528046
0.0,0.021875746548175812
0.0,0.021875955164432526
0.0,0.02187536656856537
0.0,0.021875537931919098
0.0,0.021876052021980286
0.0,0.021875448524951935
0.0,0.02187516540288925
0.0,0.02187604457139969
0.0,0.02187546342611313
0.0,0.021875686943531036
0.0,0.021875880658626556
0.0,0.021875374019145966
0.0,0.021875493228435516
0.0,0.021875739097595215
0.0,0.021875999867916107
0.0,0.02187523990869522
0.0,0.021875619888305664
0.0,0.021875642240047455
0.0,0.021875381469726562
0.0,0.02187597006559372
0.0,0.021875329315662384
0.0,0.02187538892030716
0.0,0.02187611162662506
0.0,0.02187535911798477
0.0,0.021875672042369843
0.0,0.02187560498714447
0.0,0.021875031292438507
0.0,0.02187538892030716
0.0,0.021875105798244476
0.0,0.02187535911798477
0.0,0.0218755304813385
0.0,0.02187570184469223
0.0,0.02187519520521164
0.0,0.021875567734241486
0.0,0.021875284612178802
0.0,0.021875612437725067
0.0,0.021875284612178802
0.0,0.02187507599592209
0.0,0.021875537931919098
0.0,0.02187548577785492
0.0,0.021875493228435516
0.0,0.02187565714120865
0.0,0.021875150501728058
0.0,0.021875403821468353
0.0,0.02187556028366089
0.0,0.02187502384185791
0.0,0.021875180304050446
0.0,0.02187509834766388
0.0,0.02187483012676239
0.0,0.021874912083148956
0.0,0.02187519520521164
0.0,0.021875232458114624
0.0,0.02187461405992508
0.0,0.021875090897083282
0.0,0.02187478542327881
0.0,0.021874628961086273
0.0,0.021874867379665375
0.0,0.021875552833080292
0.0,0.02187502384185791
0.0,0.021875634789466858
0.0,0.021874569356441498
0.0,0.021875299513339996
0.02940248163569111,0.021599136292934418
0.023020547637246525,0.022212445735931396
0.03373307970606422,0.02212994545698166
0.03373307970606422,0.02209552377462387
0.022108842780325873,0.022083595395088196
0.02188091656609571,0.022077344357967377
0.021652990351865544,0.02207530289888382
0.021425064137635383,0.022075064480304718
0.021197137923405218,0.02207290381193161
0.020969211709175054,0.022073276340961456
0.020969211709175054,0.022073470056056976
0.020513359280714728,0.02207034081220627
0.020513359280714728,0.022068403661251068
0.020285433066484563,0.022065840661525726
0.020285433066484563,0.022066064178943634
0.020285433066484563,0.022064954042434692
0.020285433066484563,0.02206539362668991
0.020513359280714728,0.022066012024879456
0.020513359280714728,0.022065751254558563
0.020285433066484563,0.02206573635339737
0.020285433066484563,0.022065207362174988
0.020285433066484563,0.022066086530685425
0.020513359280714728,0.02206629514694214
0.020285433066484563,0.022066034376621246
0.020285433066484563,0.022065304219722748
0.020285433066484563,0.022065460681915283
0.020285433066484563,0.02206503599882126
0.020285433066484563,0.0220654234290123
0.020285433066484563,0.02206454426050186
0.020285433066484563,0.022064268589019775
0.020285433066484563,0.022064462304115295
0.020285433066484563,0.02206384390592575
0.020285433066484563,0.022063761949539185
0.020057506852254398,0.0220634788274765
0.020057506852254398,0.02206365019083023
0.020057506852254398,0.022063016891479492
0.020057506852254398,0.02206355333328247
0.020057506852254398,0.022062838077545166
0.020285433066484563,0.022062741219997406
0.020057506852254398,0.022061705589294434
0.020057506852254398,0.022061780095100403
0.020285433066484563,0.022061720490455627
0.019829580638024237,0.022061720490455627
0.019829580638024237,0.022061489522457123
0.020057506852254398,0.022060967981815338
0.019829580638024237,0.022060900926589966
0.019829580638024237,0.02206125110387802
0.019829580638024237,0.0220608189702034
0.019601654423794072,0.022060923278331757
0.019601654423794072,0.02206002175807953
0.019829580638024237,0.02206103503704071
0.019829580638024237,0.022059939801692963
0.019829580638024237,0.02205955982208252
0.019829580638024237,0.02206016331911087
