ground,preds
0.0,0.015099838376045227
0.0,0.01510792225599289
0.0,0.01510205864906311
0.0,0.015103019773960114
0.0,0.01510261744260788
0.0,0.015101291239261627
0.0,0.015100933611392975
0.0,0.015100963413715363
0.0,0.015102118253707886
0.0,0.015565484762191772
0.0,0.015043437480926514
0.0,0.014660291373729706
0.0,0.014316216111183167
0.0,0.014051347970962524
0.0,0.013903610408306122
0.0,0.013779349625110626
0.0,0.013720668852329254
0.0,0.013687625527381897
0.0,0.013670586049556732
0.0,0.013663627207279205
0.0,0.013661637902259827
0.0,0.013666406273841858
0.0,0.013664841651916504
0.0,0.013658173382282257
0.0,0.013653971254825592
0.0,0.013649970293045044
0.0,0.013647116720676422
0.0,0.013645537197589874
0.0,0.013644523918628693
0.0,0.013644218444824219
0.0,0.013644061982631683
0.0,0.013644151389598846
0.0,0.013644084334373474
0.0,0.013644181191921234
0.0,0.013644173741340637
0.0,0.013644196093082428
0.0,0.013645336031913757
0.0,0.013636551797389984
0.0,0.013645701110363007
0.0,0.013648949563503265
0.0,0.013653077185153961
0.0,0.013656094670295715
0.0,0.01366608589887619
0.0,0.013656392693519592
0.0,0.0136522576212883
0.0,0.013647153973579407
0.0,0.01364319771528244
0.0,0.013640619814395905
0.0,0.013639256358146667
0.0,0.013638556003570557
0.0,0.013638190925121307
0.0,0.013638041913509369
0.0,0.013638049364089966
0.0,0.013638004660606384
0.0,0.013638094067573547
0.0,0.013638079166412354
0.0,0.01363816112279892
0.0,0.01363806426525116
0.0,0.013638094067573547
0.0,0.013638056814670563
0.0,0.013638079166412354
0.0,0.013638108968734741
0.0,0.013638138771057129
0.0,0.013638176023960114
0.0,0.01363808661699295
0.0,0.013638168573379517
0.0,0.013638056814670563
0.0,0.013638228178024292
0.0,0.013638295233249664
0.0,0.013638101518154144
0.0,0.0136379674077034
0.0,0.013637952506542206
0.0,0.013637714087963104
0.0,0.013637758791446686
0.0,0.013637639582157135
0.0,0.013637654483318329
0.0,0.013637639582157135
0.0,0.013637818396091461
0.0,0.013637706637382507
0.0,0.013637401163578033
0.0,0.013636991381645203
0.0,0.013636820018291473
0.0,0.013636589050292969
0.0,0.013636514544487
0.0,0.013636484742164612
0.0,0.013636387884616852
0.0,0.013636380434036255
0.0,0.013636305928230286
0.0,0.013636507093906403
0.0,0.013636372983455658
0.0,0.013636380434036255
0.0,0.013636305928230286
0.0,0.013636291027069092
0.0,0.013636253774166107
0.0,0.013636156916618347
0.0,0.013636186718940735
0.0,0.013636328279972076
0.0,0.01363612711429596
0.0,0.013636171817779541
0.0,0.013636171817779541
0.0,0.013636156916618347
0.0,0.013636067509651184
