ground,preds
0.0,0.002885928377509117
0.0,0.0028856825083494186
0.0,0.0028866808861494064
0.0,0.0028861667960882187
0.0,0.0028859060257673264
0.0,0.0028859172016382217
0.0,0.002886241301894188
0.0,0.002885999158024788
0.0,0.0028858203440904617
0.0,0.002905620262026787
0.0,0.002931671217083931
0.0,0.0029344353824853897
0.0,0.0029600318521261215
0.0,0.0029662158340215683
0.0,0.002985997125506401
0.0,0.00299910269677639
0.0,0.002973681315779686
0.0,0.0029971320182085037
0.0,0.0029817763715982437
0.0,0.002986496314406395
0.0,0.0030193012207746506
0.0,0.0030758995562791824
0.0,0.003158552572131157
0.0,0.0032343287020921707
0.0,0.0032758768647909164
0.0,0.0033051464706659317
0.0,0.0032953713089227676
0.0,0.0033084508031606674
0.0,0.0033288095146417618
0.0,0.0032895971089601517
0.0,0.003300858661532402
0.0,0.0032062847167253494
0.0,0.003161350265145302
0.0,0.0031720083206892014
0.0,0.003184111788868904
0.0,0.0031714756041765213
0.0,0.003136536106467247
0.0,0.003126004710793495
0.0,0.0031493250280618668
0.0,0.003128228709101677
0.0,0.0030804667621850967
0.0,0.0031061414629220963
0.0,0.0031306054443120956
0.0,0.0031352583318948746
0.0,0.003119496628642082
0.0,0.0031239446252584457
0.0,0.0031884517520666122
0.0,0.0031797681003808975
0.0,0.0031471233814954758
0.0,0.0031321439892053604
0.0,0.0030498038977384567
0.0,0.002936331555247307
0.0,0.002894347533583641
0.0,0.002861959859728813
0.0,0.002833569422364235
0.0,0.0029049795120954514
0.0,0.002976140007376671
0.0,0.00298394076526165
0.0,0.003026200458407402
0.0,0.0030364785343408585
0.0,0.0030465256422758102
0.0,0.003052646294236183
0.0,0.003050597384572029
0.0,0.00305221788585186
0.0,0.003050627186894417
0.0,0.0030516181141138077
0.0,0.0030539575964212418
0.0,0.0030579175800085068
0.0,0.00306081585586071
0.0,0.0030612293630838394
0.0,0.003060555085539818
0.0,0.0030609164386987686
0.0,0.0030608493834733963
0.0,0.0030617322772741318
0.0,0.003062708303332329
0.0,0.003063024953007698
0.0,0.003063032403588295
0.0,0.0030631180852651596
0.0,0.0030639078468084335
0.0,0.0030678268522024155
0.0,0.003069797530770302
0.0,0.003070252016186714
0.0,0.003070620819926262
0.0,0.0030684005469083786
0.0,0.0030643846839666367
0.0,0.003065621480345726
0.0,0.003066474571824074
0.0,0.0030679237097501755
0.0,0.0030711833387613297
0.0,0.0030736085027456284
0.0,0.0030731167644262314
0.0,0.0030741114169359207
0.0,0.0030743051320314407
0.0,0.003074420616030693
0.0,0.0030744727700948715
0.0,0.0030745994299650192
0.0,0.0030746813863515854
0.0,0.0030747484415769577
0.0,0.003074822947382927
0.0,0.00307491235435009
0.0,0.0030750352889299393
0.0,0.003075161948800087
0.0,0.00307529978454113
0.0,0.0030754338949918747
0.0,0.0030755456537008286
0.0,0.003075661137700081
0.0,0.0030757468193769455
0.0,0.0030758436769247055
0.0,0.003075921908020973
0.0,0.003076018765568733
0.0,0.0030761342495679855
0.0,0.003076227381825447
0.0,0.0030763056129217148
0.0,0.003076402470469475
0.0,0.0030765850096940994
0.0,0.003076726570725441
0.0,0.003076856955885887
0.0,0.003077032044529915
0.0,0.003077050670981407
0.0,0.0030769873410463333
0.0,0.0030770059674978256
0.0,0.0030770394951105118
0.0,0.0030771400779485703
0.0,0.0030772965401411057
0.0,0.003077438101172447
0.0,0.003077501431107521
0.0,0.0030774828046560287
0.0,0.003077523782849312
0.0,0.003077572211623192
0.0,0.003077620640397072
0.0,0.003077654168009758
0.0,0.0030776578933000565
0.0,0.0030776318162679672
0.0,0.0030776094645261765
0.0,0.0030776280909776688
0.0,0.0030776839703321457
0.0,0.003077736124396324
0.0,0.003077765926718712
0.0,0.0030777286738157272
0.0,0.003077751025557518
0.0,0.0030777622014284134
0.0,0.0030777733772993088
0.0,0.003077832981944084
0.0,0.003077896311879158
0.0,0.003077870234847069
0.0,0.0030778590589761734
0.0,0.0030778441578149796
0.0,0.003077832981944084
0.0,0.003077847883105278
0.0,0.003077896311879158
0.0,0.0030779261142015457
0.0,0.003077944740653038
0.0,0.0030779819935560226
0.0,0.0030780304223299026
0.0,0.0030780527740716934
0.0,0.003078075125813484
0.0,0.0030781272798776627
0.0,0.0030781161040067673
0.0,0.0030780863016843796
0.0,0.0030781198292970657
0.0,0.0030781421810388565
0.0,0.0030781831592321396
0.0,0.003078242763876915
0.0,0.0030782539397478104
0.0,0.0030782129615545273
0.0,0.0030782241374254227
0.0,0.003078257665038109
0.0,0.0030782315880060196
0.0,0.0030783023685216904
0.0,0.0030783023685216904
0.0,0.003078298643231392
0.0,0.003078332170844078
0.0,0.003078354522585869
0.0,0.0030783284455537796
0.0,0.0030783843249082565
0.0,0.0030784066766500473
0.0,0.0030784178525209427
0.0,0.0030784402042627335
0.0,0.0030784588307142258
0.0,0.0030784811824560165
0.0,0.003078518435359001
0.0,0.003078492358326912
0.0,0.0030785296112298965
0.0,0.003078574314713478
0.0,0.0030785370618104935
0.0,0.003078589215874672
0.0,0.0030785929411649704
0.0,0.003078574314713478
0.0,0.003078596666455269
0.0,0.0030786078423261642
0.0,0.0030786078423261642
0.0,0.0030786264687776566
0.0,0.003078652545809746
0.0,0.0030786674469709396
0.0,0.0030786674469709396
0.0,0.0030787046998739243
0.0,0.003078678622841835
0.0,0.0030787046998739243
0.0,0.0030787456780672073
0.0,0.003078719601035118
0.0,0.0030787456780672073
0.0,0.0030787866562604904
0.0,0.003078775480389595
0.0,0.003078790381550789
0.0,0.0030788127332925797
0.0,0.003078846260905266
0.0,0.0030788760632276535
0.0,0.003078872337937355
0.0,0.0030788537114858627
0.02940248163569111,0.0030675847083330154
0.023020547637246525,0.0030642766505479813
0.03373307970606422,0.0030659381300210953
0.03373307970606422,0.00307549349963665
0.022108842780325873,0.003069555386900902
0.02188091656609571,0.0030602198094129562
0.021652990351865544,0.0030620526522397995
0.021425064137635383,0.0030503179877996445
0.021197137923405218,0.00304221548140049
0.020969211709175054,0.0030403006821870804
0.020969211709175054,0.003041410818696022
0.020513359280714728,0.003025433048605919
0.020513359280714728,0.0030200090259313583
0.020285433066484563,0.0030126776546239853
0.020285433066484563,0.0029998403042554855
0.020285433066484563,0.003004537895321846
0.020285433066484563,0.0030100252479314804
0.020513359280714728,0.003006124868988991
0.020513359280714728,0.0030042920261621475
0.020285433066484563,0.0030037742108106613
0.020285433066484563,0.0030004922300577164
0.020285433066484563,0.0029978249222040176
0.020513359280714728,0.0030008014291524887
0.020285433066484563,0.0029999185353517532
0.020285433066484563,0.0029929932206869125
0.020285433066484563,0.0029873494058847427
0.020285433066484563,0.002986600622534752
0.020285433066484563,0.0029810722917318344
0.020285433066484563,0.0029851775616407394
0.020285433066484563,0.0029806476086378098
0.020285433066484563,0.002982551231980324
0.020285433066484563,0.0029748696833848953
0.020285433066484563,0.0029635410755872726
0.020057506852254398,0.002963526174426079
0.020057506852254398,0.002962300553917885
0.020057506852254398,0.0029632914811372757
0.020057506852254398,0.002958843484520912
0.020057506852254398,0.0029505807906389236
0.020285433066484563,0.0029469262808561325
0.020057506852254398,0.002942809835076332
0.020057506852254398,0.0029442328959703445
0.020285433066484563,0.0029482487589120865
0.019829580638024237,0.002963488921523094
0.019829580638024237,0.0029553789645433426
0.020057506852254398,0.0029430072754621506
0.019829580638024237,0.0029395129531621933
